sample_idx,patient_id,condition,task,electrode,file_path,keep_for_clustering,cluster_kmeans_blob,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
1461,EL040,reading,LM,iNH_R18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_iNH_R18_TN.npy,True,5,0.07730266,INHR18,EL040,INHR18,R,46.9362907409668,-83.5630111694336,-0.2458759993314743,0.0
1485,EL040,reading,LM,pH_R13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pH_R13_TN.npy,True,4,0.2811794,PHR13,EL040,PHR13,R,62.62736129760742,-43.62457275390625,-10.39245891571045,0.0
1486,EL040,reading,LM,pH_R14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pH_R14_TN.npy,True,2,0.13886292,PHR14,EL040,PHR14,R,64.0730209350586,-44.29775238037109,-9.288436889648438,0.0
1505,EL040,reading,LM,pPVH_L16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL040\LM\ERSP_matrix\reading\EL040_reading_WM_ERSP_pPVH_L16_TN.npy,True,2,0.21917227,PPVHL16,EL040,PPVHL16,L,-28.632299423217773,-87.93877410888672,0.806865394115448,0.0
1537,EL042,audio,LM,A_R4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_A_R4_TN.npy,True,3,0.15361087,AR4,EL042,AR4,R,35.0451774597168,-8.016873359680176,-24.27863121032715,0.0
1541,EL042,audio,LM,A_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_A_R8_TN.npy,True,11,0.016585577,AR8,,,,,,,
1542,EL042,audio,LM,A_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_A_R9_TN.npy,True,2,-0.031496435,AR9,EL042,AR9,R,50.65079879760742,-4.220525741577148,-32.39495086669922,0.0
1555,EL042,audio,LM,aH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_aH_R10_TN.npy,True,14,0.36875057,AHR10,EL042,AHR10,R,57.77927780151367,-24.97152137756348,-23.094465255737305,0.0
1556,EL042,audio,LM,aH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_aH_R11_TN.npy,True,10,0.12142821,AHR11,EL042,AHR11,R,58.70964431762695,-24.546161651611328,-21.53651428222656,0.0
1566,EL042,audio,LM,aH_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_aH_R9_TN.npy,True,3,0.2992093,AHR9,EL042,AHR9,R,59.218353271484375,-25.924673080444336,-24.5499267578125,0.0
1585,EL042,audio,LM,EntG_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_EntG_R10_TN.npy,True,10,0.05218668,ENTGR10,EL042,ENTGR10,R,54.475563049316406,3.5659000873565674,-36.253700256347656,0.0
1592,EL042,audio,LM,EntG_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_EntG_R7_TN.npy,True,8,0.2740074,ENTGR7,EL042,ENTGR7,R,43.96727752685547,2.415855884552002,-37.674598693847656,0.0
1593,EL042,audio,LM,EntG_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_EntG_R8_TN.npy,True,7,0.32064316,ENTGR8,EL042,ENTGR8,R,47.477237701416016,1.3660476207733154,-36.61894607543945,0.0
1623,EL042,audio,LM,STG_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R5_TN.npy,True,5,0.09577021,STGR5,EL042,STGR5,R,50.68310546875,-20.66184425354004,-7.635391235351562,0.0
1624,EL042,audio,LM,STG_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R6_TN.npy,True,2,0.16670543,STGR6,EL042,STGR6,R,55.188697814941406,-18.630077362060547,-6.383102416992188,0.0
1625,EL042,audio,LM,STG_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R9_TN.npy,True,2,0.2592139,STGR9,EL042,STGR9,R,68.3993911743164,-15.753835678100586,2.6499876976013184,0.0
1649,EL042,picture,LM,A_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_A_R8_TN.npy,True,10,0.2580656,AR8,,,,,,,
1650,EL042,picture,LM,A_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_A_R9_TN.npy,True,1,0.026485262,AR9,EL042,AR9,R,50.65079879760742,-4.220525741577148,-32.39495086669922,0.0
1663,EL042,picture,LM,aH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R10_TN.npy,True,10,0.31453252,AHR10,EL042,AHR10,R,57.77927780151367,-24.97152137756348,-23.094465255737305,0.0
1664,EL042,picture,LM,aH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R11_TN.npy,True,10,0.26800793,AHR11,EL042,AHR11,R,58.70964431762695,-24.546161651611328,-21.53651428222656,0.0
1665,EL042,picture,LM,aH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R12_TN.npy,True,6,0.21317445,AHR12,EL042,AHR12,R,64.81608581542969,-23.02212142944336,-20.34012222290039,0.0
1681,EL042,picture,LM,aI_R16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R16_TN.npy,True,11,0.10482343,AIR16,,,,,,,
1682,EL042,picture,LM,aI_R17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R17_TN.npy,True,10,0.39540416,AIR17,,,,,,,
1683,EL042,picture,LM,aI_R18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R18_TN.npy,True,8,0.4056342,AIR18,,,,,,,
1693,EL042,picture,LM,EntG_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R10_TN.npy,True,10,0.1173972,ENTGR10,EL042,ENTGR10,R,54.475563049316406,3.5659000873565674,-36.253700256347656,0.0
1699,EL042,picture,LM,EntG_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R6_TN.npy,True,7,0.37518415,ENTGR6,EL042,ENTGR6,R,41.914180755615234,2.6398768424987797,-38.84741973876953,0.0
1700,EL042,picture,LM,EntG_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R7_TN.npy,True,3,0.36643988,ENTGR7,EL042,ENTGR7,R,43.96727752685547,2.415855884552002,-37.674598693847656,0.0
1701,EL042,picture,LM,EntG_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R8_TN.npy,True,10,0.026653057,ENTGR8,EL042,ENTGR8,R,47.477237701416016,1.3660476207733154,-36.61894607543945,0.0
1702,EL042,picture,LM,EntG_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R9_TN.npy,True,10,0.058264144,ENTGR9,EL042,ENTGR9,R,49.129371643066406,2.196029663085937,-37.143463134765625,0.0
1720,EL042,picture,LM,pH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_pH_R12_TN.npy,True,8,0.1629717,PHR12,EL042,PHR12,R,55.54041290283203,-53.319602966308594,-4.869793891906738,0.0
1725,EL042,picture,LM,pH_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_pH_R5_TN.npy,True,10,0.322436,PHR5,EL042,PHR5,R,40.92194747924805,-36.375518798828125,-25.373367309570312,0.0
1808,EL042,reading,LM,EntG_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_EntG_R7_TN.npy,True,6,0.2786759,ENTGR7,EL042,ENTGR7,R,43.96727752685547,2.415855884552002,-37.674598693847656,0.0
1826,EL042,reading,LM,pH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R10_TN.npy,True,10,0.11382164,PHR10,EL042,PHR10,R,57.22886276245117,-48.30538177490234,-11.341259956359863,0.0
1827,EL042,reading,LM,pH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R11_TN.npy,True,4,-0.003929656,PHR11,EL042,PHR11,R,58.59886932373047,-49.297584533691406,-13.001924514770508,0.0
1828,EL042,reading,LM,pH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R12_TN.npy,True,6,-0.003656461,PHR12,EL042,PHR12,R,55.54041290283203,-53.319602966308594,-4.869793891906738,0.0
1852,EL043,audio,LM,Hip_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L7_TN.npy,True,13,0.46930274,HIPL7,,,,,,,
1853,EL043,audio,LM,Hip_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L8_TN.npy,True,9,0.35825893,HIPL8,,,,,,,
1854,EL043,audio,LM,Hip_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L9_TN.npy,True,6,0.30256844,HIPL9,,,,,,,
1874,EL043,audio,LM,iSMG_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L2_TN.npy,True,6,0.042877764,ISMGL2,,,,,,,
1875,EL043,audio,LM,iSMG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L3_TN.npy,True,4,0.15729663,ISMGL3,,,,,,,
1879,EL043,audio,LM,ITG_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_ITG_L10_TN.npy,True,2,0.09638017,ITGL10,,,,,,,
1921,EL043,audio,LM,STG_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L2_TN.npy,True,4,0.1503708,STGL2,,,,,,,
1922,EL043,audio,LM,STG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L3_TN.npy,True,2,0.17436805,STGL3,,,,,,,
1941,EL043,picture,LM,IOG_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L11_TN.npy,True,14,0.10102692,IOGL11,,,,,,,
1946,EL043,picture,LM,IOG_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L4_TN.npy,True,13,0.30201244,IOGL4,,,,,,,
1947,EL043,picture,LM,IOG_L5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L5_TN.npy,True,13,0.064791374,IOGL5,,,,,,,
1948,EL043,picture,LM,IOG_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L6_TN.npy,True,5,0.03061129,IOGL6,,,,,,,
1949,EL043,picture,LM,IOG_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L7_TN.npy,True,8,0.2377659,IOGL7,,,,,,,
1950,EL043,picture,LM,IOG_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L8_TN.npy,True,2,0.18989922,IOGL8,,,,,,,
1960,EL043,picture,LM,iSMG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_iSMG_L3_TN.npy,True,12,0.042553,ISMGL3,,,,,,,
2017,EL043,reading,LM,A_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_A_L8_TN.npy,True,0,0.3475833,AL8,,,,,,,
2018,EL043,reading,LM,A_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_A_L9_TN.npy,True,6,0.3305131,AL9,,,,,,,
2022,EL043,reading,LM,Hip_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L7_TN.npy,True,4,0.22586596,HIPL7,,,,,,,
2023,EL043,reading,LM,Hip_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L8_TN.npy,True,2,0.060894582,HIPL8,,,,,,,
2024,EL043,reading,LM,Hip_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L9_TN.npy,True,2,0.13092032,HIPL9,,,,,,,
2025,EL043,reading,LM,IOG_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L10_TN.npy,True,9,0.28869465,IOGL10,,,,,,,
2026,EL043,reading,LM,IOG_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L11_TN.npy,True,3,0.27378723,IOGL11,,,,,,,
2031,EL043,reading,LM,IOG_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L4_TN.npy,True,4,-0.023538085,IOGL4,,,,,,,
2032,EL043,reading,LM,IOG_L5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L5_TN.npy,True,0,0.3202494,IOGL5,,,,,,,
2033,EL043,reading,LM,IOG_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L6_TN.npy,True,4,0.0683399,IOGL6,,,,,,,
2034,EL043,reading,LM,IOG_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L7_TN.npy,True,0,0.11672983,IOGL7,,,,,,,
2035,EL043,reading,LM,IOG_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L8_TN.npy,True,0,0.108449765,IOGL8,,,,,,,
2044,EL043,reading,LM,iSMG_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_iSMG_L2_TN.npy,True,5,0.25685656,ISMGL2,,,,,,,
2045,EL043,reading,LM,iSMG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_iSMG_L3_TN.npy,True,5,0.3187622,ISMGL3,,,,,,,
2049,EL043,reading,LM,ITG_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_ITG_L10_TN.npy,True,14,-0.0014543975,ITGL10,,,,,,,
2053,EL043,reading,LM,ITG_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_ITG_L4_TN.npy,True,8,0.13969596,ITGL4,,,,,,,
2097,EL045,audio,LM,A_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L10_TN.npy,True,3,0.28914127,AL10,EL045,AL10,L,-57.3615837097168,-12.236967086791992,-28.1146297454834,0.0
2098,EL045,audio,LM,A_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L11_TN.npy,True,3,0.32369474,AL11,EL045,AL11,L,-61.54560470581055,-8.869102478027344,-27.469463348388672,0.0
2099,EL045,audio,LM,A_L12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L12_TN.npy,True,1,0.35102305,AL12,EL045,AL12,L,-61.8146858215332,-7.954176425933838,-27.26358985900879,0.0
2102,PAT_2868,audio,LM,FOP4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_2868\LM\ERSP_matrix\audio\PAT_2868_audio_WM_ERSP_FOP4_TN.npy,True,4,0.079123154,FOP4,PAT_2868,FOP4,L,-52.4842414855957,-7.828907012939453,22.706933975219727,0.0
2103,PAT_2868,audio,LM,FOP5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_2868\LM\ERSP_matrix\audio\PAT_2868_audio_WM_ERSP_FOP5_TN.npy,True,2,-0.04682713,FOP5,PAT_2868,FOP5,L,-54.284812927246094,-6.526271820068359,22.26382827758789,0.0
2286,PAT_3066,audio,LM,FOG15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_FOG15_TN.npy,True,5,0.16666304,FOG15,PAT_3066,FOG15,L,-27.26755142211914,43.12080001831055,32.65655899047852,0.0
2352,PAT_3066,audio,LM,IMG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_IMG18_TN.npy,True,9,0.019756692,IMG18,PAT_3066,IMG18,L,-19.561010360717773,7.216241359710693,68.60445404052734,0.0
